id,title,authors,citation_issue,pdf_filename,published_at,slug,type,url
96,Scholars Discover the Commonwealth Literatures,Arlin Turner,1.3,scholars-discover-the-commonwealth-arlin-turner-1-3.pdf,1964-06-01,scholars-discover-the-commonwealth-literatures,essay,https://www.australianliterarystudies.com.au/articles/scholars-discover-the-commonwealth-literatures
97,A.G. Stephens as Editor of Barcroft Boake’s Poems : A Comment,Alison Stephens,4.1,ag-stephens-as-editor-alison-stephens-4-1.pdf,1969-05-01,ag-stephens-as-editor-of-barcroft-boakes-poems-a-comment,essay,https://www.australianliterarystudies.com.au/articles/ag-stephens-as-editor-of-barcroft-boakes-poems-a-comment
98,Review of An Introduction to Australian Literature Edited by C. D. Narasimhaiah,Leonie Kramer,2.4,review-by-leonie-kramer-2-4.pdf,1966-12-01,review-by-leonie-kramer,review,https://www.australianliterarystudies.com.au/articles/review-by-leonie-kramer
99,Maurice Frere’s Wife :  Marcus Clarke’s Revision of ‘His Natural Life’,Joan Poole,4.4,maurice-freres-wife-joan-poole-4-4.pdf,1970-10-01,maurice-freres-wife-marcus-clarkes-revision-of-his-natural-life,essay,https://www.australianliterarystudies.com.au/articles/maurice-freres-wife-marcus-clarkes-revision-of-his-natural-life
100,Review of Christina Stead by R. G. Geering,Michael Wilding,4.4,review-by-michael-wilding-4-4.pdf,1970-10-01,review-by-michael-wilding,review,https://www.australianliterarystudies.com.au/articles/review-by-michael-wilding
101,Review of Henry Lawson: The Grey Dreamer by Denton Prout,Harry Payne Heseltine,1.3,review-by-harry-payne-heseltine-1-3.pdf,1964-06-01,review-by-harry-payne-heseltine1,review,https://www.australianliterarystudies.com.au/articles/review-by-harry-payne-heseltine1
102,The Text of Lawson’s Prose,Dennis Douglas,2.4,the-text-of-lawsons-dennis-douglas-2-4.pdf,1966-12-01,the-text-of-lawsons-prose,essay,https://www.australianliterarystudies.com.au/articles/the-text-of-lawsons-prose
103,A Critical Review of Writings on The Vocabulary of Australian English,W. S. Ramson,1.2,a-critical-review-of-w-s-ramson-1-2.pdf,1963-12-01,a-critical-review-of-writings-on-the-vocabulary-of-australian-english,essay,https://www.australianliterarystudies.com.au/articles/a-critical-review-of-writings-on-the-vocabulary-of-australian-english
104,The Structure of Frederic Manning’s War Novel ‘Her Privates We’,Holger Klein,6.4,the-structure-of-frederic-holger-klein-6-4.pdf,1974-10-01,the-structure-of-frederic-mannings-war-novel-her-privates-we,essay,https://www.australianliterarystudies.com.au/articles/the-structure-of-frederic-mannings-war-novel-her-privates-we
105,The Redemptive Theme in ‘His Natural Life’,Laurie Hergenhan,2.1,the-redemptive-theme-in-laurie-hergenhan-2-1.pdf,1965-06-01,the-redemptive-theme-in-his-natural-life,essay,https://www.australianliterarystudies.com.au/articles/the-redemptive-theme-in-his-natural-life
106,Review by John Colmer,John Colmer,4.2,review-by-john-colmer-4-2.pdf,1969-10-01,review-by-john-colmer1,review,https://www.australianliterarystudies.com.au/articles/review-by-john-colmer1
107,‘The Ram of Albury’,Kendrick Smithyman,4.2,the-ram-of-albury-kendrick-smithyman-4-2.pdf,1969-10-01,the-ram-of-albury,essay,https://www.australianliterarystudies.com.au/articles/the-ram-of-albury
108,A Contribution to the Bibliography of Hal Porter,Mary Lord,4.4,a-contribution-to-the-4-4.pdf,1970-10-01,a-contribution-to-the-bibliography-of-hal-porter,essay,https://www.australianliterarystudies.com.au/articles/a-contribution-to-the-bibliography-of-hal-porter
109,D.H. Lawrence’s Australia,John Heuzenroeder,4.4,dh-lawrences-australia-john-heuzenroeder-4-4.pdf,1970-10-01,dh-lawrences-australia,essay,https://www.australianliterarystudies.com.au/articles/dh-lawrences-australia
110,Between Scylla and Charybdis : ‘Kangaroo’ and the Form of the Political Novel,Michael Wilding,4.4,between-scylla-and-charybdis-michael-wilding-4-4.pdf,1970-10-01,between-scylla-and-charybdis-kangaroo-and-the-form-of-the-political-novel,essay,https://www.australianliterarystudies.com.au/articles/between-scylla-and-charybdis-kangaroo-and-the-form-of-the-political-novel
111,Research in Progress in Australian Literature [1973],"",6.2,research-in-progress-in-6-2.pdf,1973-10-01,research-in-progress-in-australian-literature-1973,essay,https://www.australianliterarystudies.com.au/articles/research-in-progress-in-australian-literature-1973
112,The ‘Dark’ Element in Hugh McCrae,John Webb,6.2,the-dark-element-in-john-webb-6-2.pdf,1973-10-01,the-dark-element-in-hugh-mccrae,essay,https://www.australianliterarystudies.com.au/articles/the-dark-element-in-hugh-mccrae
113,Review by Ken L. Goodwin,Ken L. Goodwin,6.2,review-by-ken-l-goodwin-6-2.pdf,1973-10-01,review-by-ken-l-goodwin,review,https://www.australianliterarystudies.com.au/articles/review-by-ken-l-goodwin
114,Review by Brian Kiernan,Brian Kiernan,6.2,review-by-brian-kiernan-6-2.pdf,1973-10-01,review-by-brian-kiernan,review,https://www.australianliterarystudies.com.au/articles/review-by-brian-kiernan
115,An R.H. Horne Poem on Burke and Wills,Brian Elliott,1.2,an-rh-horne-poem-brian-elliott-1-2.pdf,1963-12-01,an-rh-horne-poem-on-burke-and-wills,essay,https://www.australianliterarystudies.com.au/articles/an-rh-horne-poem-on-burke-and-wills
116,Two Bibliographies : Hal Porter and Patrick White,Michael Wilding,3.2,two-bibliographies-hal-michael-wilding-3-2.pdf,1967-10-01,two-bibliographies-hal-porter-and-patrick-white,essay,https://www.australianliterarystudies.com.au/articles/two-bibliographies-hal-porter-and-patrick-white
117,Annual Bibliography of Studies in   Australian Literature : 1973,"Marianne Ehrhardt, Carol Hetherington, S. J. Routh",6.3,annual-bibliography-of-studies-6-3.pdf,1974-05-01,annual-bibliography-of-studies-in-australian-literature-1973,essay,https://www.australianliterarystudies.com.au/articles/annual-bibliography-of-studies-in-australian-literature-1973
118,Is ‘Geoffry Hamlyn’ a Creole Novel?,Julian Croft,6.3,is-geoffry-hamlyn-a-julian-croft-6-3.pdf,1974-05-01,is-geoffry-hamlyn-a-creole-novel,essay,https://www.australianliterarystudies.com.au/articles/is-geoffry-hamlyn-a-creole-novel
119,A Note on Morris West’s First Novel,Gerald McCallum,6.3,a-note-on-morris-gerald-mccallum-6-3.pdf,1974-05-01,a-note-on-morris-wests-first-novel,essay,https://www.australianliterarystudies.com.au/articles/a-note-on-morris-wests-first-novel
120,Rosemary Dobson : The Influence of Art,Robyn S. Heales,6.3,rosemary-dobson-the-robyn-s-heales-6-3.pdf,1974-05-01,rosemary-dobson-the-influence-of-art,essay,https://www.australianliterarystudies.com.au/articles/rosemary-dobson-the-influence-of-art
121,Review by Ken A. Stewart,Ken A. Stewart,6.3,review-by-ken-a-stewart-6-3.pdf,1974-05-01,review-by-ken-a-stewart,review,https://www.australianliterarystudies.com.au/articles/review-by-ken-a-stewart
122,Review by Cecil Hadgraft,Cecil Hadgraft,6.3,review-by-cecil-hadgraft-6-3.pdf,1974-05-01,review-by-cecil-hadgraft,review,https://www.australianliterarystudies.com.au/articles/review-by-cecil-hadgraft
123,Review by Cecil Hadgraft,Cecil Hadgraft,6.4,review-by-cecil-hadgraft-6-4.pdf,1974-10-01,review-by-cecil-hadgraft1,review,https://www.australianliterarystudies.com.au/articles/review-by-cecil-hadgraft1
124,The Genesis of a Writer : The Early Years of Kenneth Mackenzie,Diana Davis,3.4,the-genesis-of-a-diana-davis-3-4.pdf,1968-10-01,the-genesis-of-a-writer-the-early-years-of-kenneth-mackenzie,essay,https://www.australianliterarystudies.com.au/articles/the-genesis-of-a-writer-the-early-years-of-kenneth-mackenzie
125,‘Bushranger’ and ‘Croppy’ : A Footnote to Convict Jargon and Euphemism,Neil Gunson,2.3,bushranger-and-croppy-neil-gunson-2-3.pdf,1966-06-01,bushranger-and-croppy-a-footnote-to-convict-jargon-and-euphemism,essay,https://www.australianliterarystudies.com.au/articles/bushranger-and-croppy-a-footnote-to-convict-jargon-and-euphemism
126,The Author of ‘The Hibernian Father’ : An Early Colonial Playwright,Helen Oppenheim,2.4,the-author-of-the-helen-oppenheim-2-4.pdf,1966-12-01,the-author-of-the-hibernian-father-an-early-colonial-playwright,essay,https://www.australianliterarystudies.com.au/articles/the-author-of-the-hibernian-father-an-early-colonial-playwright
127,The Literary Reputation of Adam Lindsay Gordon,Leonie Kramer,1.1,the-literary-reputation-of-leonie-kramer-1-1.pdf,1963-06-01,the-literary-reputation-of-adam-lindsay-gordon,essay,https://www.australianliterarystudies.com.au/articles/the-literary-reputation-of-adam-lindsay-gordon
128,The Influence of John Steinbeck’s ‘The Pastures of Heaven’ on Patrick White,John Beston,6.3,the-influence-of-john-john-beston-6-3.pdf,1974-05-01,the-influence-of-john-steinbecks-the-pastures-of-heaven-on-patrick-white,essay,https://www.australianliterarystudies.com.au/articles/the-influence-of-john-steinbecks-the-pastures-of-heaven-on-patrick-white
129,"Review of 'Miles Franklin', by Marjorie Barnard",Walter Stone,4.1,review-by-walter-stone-4-1.pdf,1969-05-01,review-by-walter-stone1,review,https://www.australianliterarystudies.com.au/articles/review-by-walter-stone1
130,Review by Alec King,Alec King,1.4,review-by-alec-king-1-4.pdf,1964-12-01,review-by-alec-king,review,https://www.australianliterarystudies.com.au/articles/review-by-alec-king
131,Marcus Clarke’s Contributions to ‘Notes and Queries’,"Joan Poole, Michael Wilding",6.2,marcus-clarkes-contributions-to-joan-poole-michael-wilding-6-2.pdf,1973-10-01,marcus-clarkes-contributions-to-notes-and-queries,essay,https://www.australianliterarystudies.com.au/articles/marcus-clarkes-contributions-to-notes-and-queries
132,Review by R. F. Brissenden,R. F. Brissenden,1.4,review-by-r-f-brissenden-1-4.pdf,1964-12-01,review-by-r-f-brissenden,review,https://www.australianliterarystudies.com.au/articles/review-by-r-f-brissenden
133,Review by Manning Clark,Manning Clark,4.1,review-by-manning-clark-4-1.pdf,1969-05-01,review-by-manning-clark,review,https://www.australianliterarystudies.com.au/articles/review-by-manning-clark
134,"Patrick White, Some Lines of Development : ‘The Living and the Dead’ to ‘The Solid Mandala’",Betty L. Watson,5.2,patrick-white-some-lines-betty-l-watson-5-2.pdf,1971-10-01,patrick-white-some-lines-of-development-the-living-and-the-dead-to-the-solid-mandala,essay,https://www.australianliterarystudies.com.au/articles/patrick-white-some-lines-of-development-the-living-and-the-dead-to-the-solid-mandala
135,Review by James McAuley,James McAuley,1.4,review-by-james-mcauley-1-4.pdf,1964-12-01,review-by-james-mcauley,review,https://www.australianliterarystudies.com.au/articles/review-by-james-mcauley
136,Romantic Attitudes in ‘Geoffry Hamlyn’,William H. Scheuerle,2.2,romantic-attitudes-in-geoffry-william-h-scheuerle-2-2.pdf,1965-12-01,romantic-attitudes-in-geoffry-hamlyn,essay,https://www.australianliterarystudies.com.au/articles/romantic-attitudes-in-geoffry-hamlyn
137,Research in Progress in Australian Literature [1965],"",2.2,research-in-progress-in-2-2.pdf,1965-12-01,research-in-progress-in-australian-literature-1965,essay,https://www.australianliterarystudies.com.au/articles/research-in-progress-in-australian-literature-1965
138,The Surrender to Truth in The Early Australian Novel,Clive Hamer,2.2,the-surrender-to-truth-clive-hamer-2-2.pdf,1965-12-01,the-surrender-to-truth-in-the-early-australian-novel,essay,https://www.australianliterarystudies.com.au/articles/the-surrender-to-truth-in-the-early-australian-novel
139,‘Colonial Literature for Colonial Readers!’,Pauline Kirk,5.2,colonial-literature-for-colonial-pauline-kirk-5-2.pdf,1971-10-01,colonial-literature-for-colonial-readers,essay,https://www.australianliterarystudies.com.au/articles/colonial-literature-for-colonial-readers
140,Review by Val Vallis,Val Vallis,2.2,review-by-val-vallis-2-2.pdf,1965-12-01,review-by-val-vallis,review,https://www.australianliterarystudies.com.au/articles/review-by-val-vallis
141,John Greenway and the Aborigines : A Rejoinder,Jeremy Beckett,2.4,john-greenway-and-the-jeremy-beckett-2-4.pdf,1966-12-01,john-greenway-and-the-aborigines-a-rejoinder,essay,https://www.australianliterarystudies.com.au/articles/john-greenway-and-the-aborigines-a-rejoinder
142,Henry Kingsley : ‘Ravenshoe’,N. G. Wellings,4.2,henry-kingsley-ravenshoe-n-g-wellings-4-2.pdf,1969-10-01,henry-kingsley-ravenshoe,essay,https://www.australianliterarystudies.com.au/articles/henry-kingsley-ravenshoe
143,Australian Prose Literature of the First World War : A Survey,J. T. Laird,5.2,australian-prose-literature-of-j-t-laird-5-2.pdf,1971-10-01,australian-prose-literature-of-the-first-world-war-a-survey,essay,https://www.australianliterarystudies.com.au/articles/australian-prose-literature-of-the-first-world-war-a-survey
144,Review by Cecil Hadgraft,Cecil Hadgraft,7.2,review-by-cecil-hadgraft-7-2.pdf,1975-10-01,review-by-cecil-hadgraft12,review,https://www.australianliterarystudies.com.au/articles/review-by-cecil-hadgraft12
145,Adam Lindsay Gordon : A Small Discovery,Brian Elliott,6.2,adam-lindsay-gordon-brian-elliott-6-2.pdf,1973-10-01,adam-lindsay-gordon-a-small-discovery,essay,https://www.australianliterarystudies.com.au/articles/adam-lindsay-gordon-a-small-discovery
146,Marcus Clarke : ‘Christianity is Dead’,Joan Poole,6.2,marcus-clarke-christianity-joan-poole-6-2.pdf,1973-10-01,marcus-clarke-christianity-is-dead,essay,https://www.australianliterarystudies.com.au/articles/marcus-clarke-christianity-is-dead
147,The Date of Composition of ‘Ralph Rashleigh’,Harold J. Boehm,6.4,the-date-of-composition-harold-j-boehm-6-4.pdf,1974-10-01,the-date-of-composition-of-ralph-rashleigh,essay,https://www.australianliterarystudies.com.au/articles/the-date-of-composition-of-ralph-rashleigh
148,Slessor and Cleveland : A Footnote to ‘Adventure Bay’,K. D. Watson,5.2,slessor-and-cleveland-k-d-watson-5-2.pdf,1971-10-01,slessor-and-cleveland-a-footnote-to-adventure-bay,essay,https://www.australianliterarystudies.com.au/articles/slessor-and-cleveland-a-footnote-to-adventure-bay
149,Review by Leon Cantrell,Leon Cantrell,7.1,review-by-leon-cantrell-7-1.pdf,1975-05-01,review-by-leon-cantrell,review,https://www.australianliterarystudies.com.au/articles/review-by-leon-cantrell
150,Marcus Clarke and the Theatre,Eric Irvin,7.1,marcus-clarke-and-the-eric-irvin-7-1.pdf,1975-05-01,marcus-clarke-and-the-theatre,essay,https://www.australianliterarystudies.com.au/articles/marcus-clarke-and-the-theatre
151,Review by John Colmer,John Colmer,7.1,review-by-john-colmer-7-1.pdf,1975-05-01,review-by-john-colmer12,review,https://www.australianliterarystudies.com.au/articles/review-by-john-colmer12
152,Review by John F. Burrows,John F. Burrows,7.1,review-by-john-f-burrows-7-1.pdf,1975-05-01,review-by-john-f-burrows,review,https://www.australianliterarystudies.com.au/articles/review-by-john-f-burrows
153,Grant Watson and the Aborigine : A Tragic Voice in an Age of Optimism,J. J. Healy,7.1,grant-watson-and-the-j-j-healy-7-1.pdf,1975-05-01,grant-watson-and-the-aborigine-a-tragic-voice-in-an-age-of-optimism,essay,https://www.australianliterarystudies.com.au/articles/grant-watson-and-the-aborigine-a-tragic-voice-in-an-age-of-optimism
154,Short Notices,Laurie Hergenhan,4.4,review-by-laurie-hergenhan-4-4.pdf,1970-10-01,review-by-laurie-hergenhan1,review,https://www.australianliterarystudies.com.au/articles/review-by-laurie-hergenhan1
155,Hal Porter’s Comic Mode,Mary Lord,4.4,hal-porters-comic-mode-mary-lord-4-4.pdf,1970-10-01,hal-porters-comic-mode,essay,https://www.australianliterarystudies.com.au/articles/hal-porters-comic-mode
156,Annual Bibliography of Studies in   Australian Literature : 1974,"Marianne Ehrhardt, Carol Hetherington, S. J. Routh",7.1,annual-bibliography-of-studies-7-1.pdf,1975-05-01,annual-bibliography-of-studies-in-australian-literature-1974,essay,https://www.australianliterarystudies.com.au/articles/annual-bibliography-of-studies-in-australian-literature-1974
157,Price Warung : Some Corrections and Additions,Barry Geoffrey Andrews,7.1,price-warung-some-barry-geoffrey-andrews-7-1.pdf,1975-05-01,price-warung-some-corrections-and-additions,essay,https://www.australianliterarystudies.com.au/articles/price-warung-some-corrections-and-additions
